audit_id,concept,comparison_register,relationship_type,contrast_type,baseline_query_id,baseline_condition,baseline_query_text,target_query_id,target_condition,target_query_text,baseline_s_c,target_s_c,delta_s_c,baseline_s_r,target_s_r,delta_s_r,baseline_cas,target_cas,delta_cas,decomposition_identity_error
autonomy_self_governance,autonomy,individual self-governance,valid_but_partial,general_to_label_free_theological,autonomy_self_governance_natural_general_p3,natural_general,A discussion of autonomy focuses on independent control over one's choices and life plans.,autonomy_self_governance_label_free_theological_p3,label_free_theological,"An account of autonomy emphasizes responsible self-governance within truth, relationship, and the common good.",0.5030690606868162,0.7827799826454783,0.2797109219586621,0.7709510871463033,0.534844215254742,-0.23610687189156132,-0.2678820264594871,0.2479357673907363,0.5158177938502234,0.0
autonomy_self_governance,autonomy,individual self-governance,valid_but_partial,label_free_to_explicit_catholic,autonomy_self_governance_label_free_theological_p1,label_free_theological,"Autonomy concerns responsible self-governance within truth, relationship, and the common good.",autonomy_self_governance_explicit_catholic_p1,explicit_catholic,"In Catholic teaching, autonomy concerns responsible self-governance within truth, relationship, and the common good.",0.802446458722737,0.9319375367636654,0.1294910780409284,0.5220243010384352,0.47408399809117935,-0.047940302947255875,0.2804221576843018,0.45785353867248607,0.17743138098818428,0.0
autonomy_self_governance,autonomy,individual self-governance,valid_but_partial,label_free_to_explicit_catholic,autonomy_self_governance_label_free_theological_p2,label_free_theological,"Autonomy is understood through responsible self-governance within truth, relationship, and the common good.",autonomy_self_governance_explicit_catholic_p2,explicit_catholic,"In Catholic teaching, autonomy is understood through responsible self-governance within truth, relationship, and the common good.",0.8203599689926828,0.9299612409302105,0.10960127193752767,0.5204403990454862,0.46770481704662686,-0.05273558199885936,0.2999195699471966,0.4622564238835836,0.16233685393638703,0.0
autonomy_self_governance,autonomy,individual self-governance,valid_but_partial,label_free_to_explicit_catholic,autonomy_self_governance_label_free_theological_p3,label_free_theological,"An account of autonomy emphasizes responsible self-governance within truth, relationship, and the common good.",autonomy_self_governance_explicit_catholic_p3,explicit_catholic,"In Catholic teaching, an account of autonomy emphasizes responsible self-governance within truth, relationship, and the common good.",0.7827799826454783,0.9071938718288287,0.12441388918335039,0.534844215254742,0.49253831084986716,-0.04230590440487486,0.2479357673907363,0.41465556097896156,0.16671979358822525,0.0
autonomy_self_governance,autonomy,individual self-governance,valid_but_partial,general_to_integrative,autonomy_self_governance_natural_general_p1,natural_general,Autonomy may be described through independent control over one's choices and life plans.,autonomy_self_governance_integrative_p1,integrative,"Autonomy can involve independent control over one's choices and life plans, while theological reflection also concerns responsible self-governance within truth, relationship, and the common good.",0.4964742434029404,0.7491934855003279,0.25271924209738755,0.7725457653535787,0.650427117139046,-0.12211864821453267,-0.2760715219506383,0.09876636836128194,0.3748378903119202,0.0
autonomy_self_governance,autonomy,individual self-governance,valid_but_partial,general_to_integrative,autonomy_self_governance_natural_general_p2,natural_general,"In a contemporary disciplinary account, autonomy involves independent control over one's choices and life plans.",autonomy_self_governance_integrative_p2,integrative,"An account of autonomy may include independent control over one's choices and life plans together with responsible self-governance within truth, relationship, and the common good.",0.5120134431382771,0.7005703025460477,0.18855685940777056,0.776365236317562,0.6906616118903662,-0.08570362442719581,-0.2643517931792849,0.009908690655681451,0.2742604838349664,0.0
autonomy_self_governance,autonomy,individual self-governance,valid_but_partial,general_to_integrative,autonomy_self_governance_natural_general_p3,natural_general,A discussion of autonomy focuses on independent control over one's choices and life plans.,autonomy_self_governance_integrative_p3,integrative,"Discussion of autonomy can retain both independent control over one's choices and life plans and responsible self-governance within truth, relationship, and the common good.",0.5030690606868162,0.711573483115126,0.2085044224283098,0.7709510871463033,0.6338480191691166,-0.13710306797718674,-0.2678820264594871,0.07772546394600943,0.34560749040549654,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,bare_to_general,conscience_subjective_preference_bare_p1,bare,conscience,conscience_subjective_preference_natural_general_p1,natural_general,Conscience may be described through private preference and personal sincerity as sufficient moral authority.,0.4800140753613668,0.4796631561600615,-0.00035091920130531085,0.486492871711615,0.7991427992242701,0.31264992751265513,-0.006478796350248173,-0.3194796430642086,-0.31300084671396045,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,bare_to_general,conscience_subjective_preference_bare_p1,bare,conscience,conscience_subjective_preference_natural_general_p2,natural_general,"In a contemporary disciplinary account, conscience involves private preference and personal sincerity as sufficient moral authority.",0.4800140753613668,0.5090856593823199,0.029071584020953056,0.486492871711615,0.8097250958008569,0.32323222408924196,-0.006478796350248173,-0.3006394364185371,-0.2941606400682889,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,bare_to_general,conscience_subjective_preference_bare_p1,bare,conscience,conscience_subjective_preference_natural_general_p3,natural_general,A discussion of conscience focuses on private preference and personal sincerity as sufficient moral authority.,0.4800140753613668,0.47450791902394335,-0.005506156337423462,0.486492871711615,0.7936976286503997,0.30720475693878474,-0.006478796350248173,-0.3191897096264564,-0.3127109132762082,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_ambiguous,conscience_subjective_preference_natural_general_p1,natural_general,Conscience may be described through private preference and personal sincerity as sufficient moral authority.,conscience_subjective_preference_natural_ambiguous_p1,natural_ambiguous,"What does conscience mean when moral, social, and theological perspectives may all be involved?",0.4796631561600615,0.516369426799792,0.03670627063973053,0.7991427992242701,0.4842929650873263,-0.31484983413694384,-0.3194796430642086,0.032076461712465754,0.35155610477667437,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_ambiguous,conscience_subjective_preference_natural_general_p2,natural_general,"In a contemporary disciplinary account, conscience involves private preference and personal sincerity as sufficient moral authority.",conscience_subjective_preference_natural_ambiguous_p2,natural_ambiguous,How should a person understand conscience when more than one semantic register may be relevant?,0.5090856593823199,0.44288547476108503,-0.06620018462123484,0.8097250958008569,0.49406146948608476,-0.3156636263147722,-0.3006394364185371,-0.05117599472499973,0.24946344169353735,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_ambiguous,conscience_subjective_preference_natural_general_p3,natural_general,A discussion of conscience focuses on private preference and personal sincerity as sufficient moral authority.,conscience_subjective_preference_natural_ambiguous_p3,natural_ambiguous,Which dimensions of conscience matter when its meaning is not fully specified?,0.47450791902394335,0.4452232568257178,-0.029284662198225564,0.7936976286503997,0.4961598876494923,-0.2975377410009074,-0.3191897096264564,-0.05093663082377453,0.26825307880268184,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_label_free_theological,conscience_subjective_preference_natural_general_p1,natural_general,Conscience may be described through private preference and personal sincerity as sufficient moral authority.,conscience_subjective_preference_label_free_theological_p1,label_free_theological,Conscience concerns a judgment of reason seeking moral truth and requiring formation.,0.4796631561600615,0.8461886663891572,0.36652551022909574,0.7991427992242701,0.5028147196632807,-0.2963280795609894,-0.3194796430642086,0.3433739467258765,0.6628535897900851,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_label_free_theological,conscience_subjective_preference_natural_general_p2,natural_general,"In a contemporary disciplinary account, conscience involves private preference and personal sincerity as sufficient moral authority.",conscience_subjective_preference_label_free_theological_p2,label_free_theological,Conscience is understood through a judgment of reason seeking moral truth and requiring formation.,0.5090856593823199,0.8416631656811576,0.33257750629883776,0.8097250958008569,0.48502114299181676,-0.3247039528090402,-0.3006394364185371,0.35664202268934087,0.6572814591078779,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_label_free_theological,conscience_subjective_preference_natural_general_p3,natural_general,A discussion of conscience focuses on private preference and personal sincerity as sufficient moral authority.,conscience_subjective_preference_label_free_theological_p3,label_free_theological,An account of conscience emphasizes a judgment of reason seeking moral truth and requiring formation.,0.47450791902394335,0.7895296688184074,0.315021749794464,0.7936976286503997,0.531984545886799,-0.2617130827636007,-0.3191897096264564,0.25754512293160836,0.5767348325580648,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,label_free_to_explicit_catholic,conscience_subjective_preference_label_free_theological_p1,label_free_theological,Conscience concerns a judgment of reason seeking moral truth and requiring formation.,conscience_subjective_preference_explicit_catholic_p1,explicit_catholic,"In Catholic teaching, conscience concerns a judgment of reason seeking moral truth and requiring formation.",0.8461886663891572,0.8981353222732326,0.05194665588407532,0.5028147196632807,0.45729127958299304,-0.04552344008028769,0.3433739467258765,0.4408440426902395,0.09747009596436301,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,label_free_to_explicit_catholic,conscience_subjective_preference_label_free_theological_p2,label_free_theological,Conscience is understood through a judgment of reason seeking moral truth and requiring formation.,conscience_subjective_preference_explicit_catholic_p2,explicit_catholic,"In Catholic teaching, conscience is understood through a judgment of reason seeking moral truth and requiring formation.",0.8416631656811576,0.9012419505754345,0.059578784894276926,0.48502114299181676,0.4378573463656592,-0.04716379662615755,0.35664202268934087,0.46338460420977534,0.10674258152043448,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,label_free_to_explicit_catholic,conscience_subjective_preference_label_free_theological_p3,label_free_theological,An account of conscience emphasizes a judgment of reason seeking moral truth and requiring formation.,conscience_subjective_preference_explicit_catholic_p3,explicit_catholic,"In Catholic teaching, an account of conscience emphasizes a judgment of reason seeking moral truth and requiring formation.",0.7895296688184074,0.8820301588980061,0.09250049007959871,0.531984545886799,0.47600831167172597,-0.05597623421507303,0.25754512293160836,0.4060218472262801,0.14847672429467174,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_integrative,conscience_subjective_preference_natural_general_p1,natural_general,Conscience may be described through private preference and personal sincerity as sufficient moral authority.,conscience_subjective_preference_integrative_p1,integrative,"Conscience can involve private preference and personal sincerity as sufficient moral authority, while theological reflection also concerns a judgment of reason seeking moral truth and requiring formation.",0.4796631561600615,0.7179018597765463,0.2382387036164848,0.7991427992242701,0.6950350919089611,-0.10410770731530905,-0.3194796430642086,0.022866767867585236,0.34234641093179385,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_integrative,conscience_subjective_preference_natural_general_p2,natural_general,"In a contemporary disciplinary account, conscience involves private preference and personal sincerity as sufficient moral authority.",conscience_subjective_preference_integrative_p2,integrative,An account of conscience may include private preference and personal sincerity as sufficient moral authority together with a judgment of reason seeking moral truth and requiring formation.,0.5090856593823199,0.646949669006253,0.13786400962393308,0.8097250958008569,0.7195488469909078,-0.09017624880994912,-0.3006394364185371,-0.07259917798465487,0.2280402584338822,0.0
conscience_subjective_preference,conscience,subjective moral preference,normatively_conflicting,general_to_integrative,conscience_subjective_preference_natural_general_p3,natural_general,A discussion of conscience focuses on private preference and personal sincerity as sufficient moral authority.,conscience_subjective_preference_integrative_p3,integrative,Discussion of conscience can retain both private preference and personal sincerity as sufficient moral authority and a judgment of reason seeking moral truth and requiring formation.,0.47450791902394335,0.6394665591069505,0.16495864008300715,0.7936976286503997,0.708230182781842,-0.0854674458685577,-0.3191897096264564,-0.06876362367489153,0.25042608595156485,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,bare_to_general,responsibility_legal_bare_p1,bare,responsibility,responsibility_legal_natural_general_p1,natural_general,"Responsibility may be described through liability, legal duty, and accountability for conduct.",0.46750929979111083,0.48700922131520513,0.0194999215240943,0.4657761803939782,0.6866493994116104,0.22087321901763218,0.0017331193971326098,-0.19964017809640527,-0.20137329749353788,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,bare_to_general,responsibility_legal_bare_p1,bare,responsibility,responsibility_legal_natural_general_p2,natural_general,"In a contemporary disciplinary account, responsibility involves liability, legal duty, and accountability for conduct.",0.46750929979111083,0.5461362109057647,0.07862691111465386,0.4657761803939782,0.7183226001551241,0.25254641976114584,0.0017331193971326098,-0.17218638924935936,-0.17391950864649197,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,bare_to_general,responsibility_legal_bare_p1,bare,responsibility,responsibility_legal_natural_general_p3,natural_general,"A discussion of responsibility focuses on liability, legal duty, and accountability for conduct.",0.46750929979111083,0.4982925437682619,0.030783243977151042,0.4657761803939782,0.7194927676889176,0.25371658729493934,0.0017331193971326098,-0.2212002239206557,-0.2229333433177883,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,general_to_ambiguous,responsibility_legal_natural_general_p1,natural_general,"Responsibility may be described through liability, legal duty, and accountability for conduct.",responsibility_legal_natural_ambiguous_p1,natural_ambiguous,"What does responsibility mean when moral, social, and theological perspectives may all be involved?",0.48700922131520513,0.596057287444714,0.10904806612950885,0.6866493994116104,0.46629075367845774,-0.22035864573315267,-0.19964017809640527,0.12976653376625624,0.3294067118626615,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,general_to_ambiguous,responsibility_legal_natural_general_p2,natural_general,"In a contemporary disciplinary account, responsibility involves liability, legal duty, and accountability for conduct.",responsibility_legal_natural_ambiguous_p2,natural_ambiguous,How should a person understand responsibility when more than one semantic register may be relevant?,0.5461362109057647,0.41382767288712197,-0.13230853801864273,0.7183226001551241,0.45656173301249936,-0.2617608671426247,-0.17218638924935936,-0.04273406012537739,0.12945232912398197,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,general_to_ambiguous,responsibility_legal_natural_general_p3,natural_general,"A discussion of responsibility focuses on liability, legal duty, and accountability for conduct.",responsibility_legal_natural_ambiguous_p3,natural_ambiguous,Which dimensions of responsibility matter when its meaning is not fully specified?,0.4982925437682619,0.4358690293605534,-0.06242351440770849,0.7194927676889176,0.4632042938117471,-0.25628847387717046,-0.2212002239206557,-0.02733526445119372,0.19386495946946197,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,general_to_label_free_theological,responsibility_legal_natural_general_p1,natural_general,"Responsibility may be described through liability, legal duty, and accountability for conduct.",responsibility_legal_label_free_theological_p1,label_free_theological,"Responsibility concerns moral agency, answerability before God and neighbour, and duties toward the common good.",0.48700922131520513,0.8261805555166525,0.33917133420144735,0.6866493994116104,0.48296444081089557,-0.20368495860071484,-0.19964017809640527,0.3432161147057569,0.5428562928021622,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,general_to_label_free_theological,responsibility_legal_natural_general_p2,natural_general,"In a contemporary disciplinary account, responsibility involves liability, legal duty, and accountability for conduct.",responsibility_legal_label_free_theological_p2,label_free_theological,"Responsibility is understood through moral agency, answerability before God and neighbour, and duties toward the common good.",0.5461362109057647,0.8304901091445172,0.28435389823875246,0.7183226001551241,0.4788109500607467,-0.23951165009437736,-0.17218638924935936,0.35167915908377045,0.5238655483331298,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,general_to_label_free_theological,responsibility_legal_natural_general_p3,natural_general,"A discussion of responsibility focuses on liability, legal duty, and accountability for conduct.",responsibility_legal_label_free_theological_p3,label_free_theological,"An account of responsibility emphasizes moral agency, answerability before God and neighbour, and duties toward the common good.",0.4982925437682619,0.8074061303164335,0.3091135865481716,0.7194927676889176,0.5395889169752283,-0.1799038507136893,-0.2212002239206557,0.26781721334120523,0.4890174372618609,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,label_free_to_explicit_catholic,responsibility_legal_label_free_theological_p1,label_free_theological,"Responsibility concerns moral agency, answerability before God and neighbour, and duties toward the common good.",responsibility_legal_explicit_catholic_p1,explicit_catholic,"In Catholic teaching, responsibility concerns moral agency, answerability before God and neighbour, and duties toward the common good.",0.8261805555166525,0.9167984032209363,0.09061784770428383,0.48296444081089557,0.4676976615862157,-0.015266779224679894,0.3432161147057569,0.44910074163472063,0.10588462692896372,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,label_free_to_explicit_catholic,responsibility_legal_label_free_theological_p2,label_free_theological,"Responsibility is understood through moral agency, answerability before God and neighbour, and duties toward the common good.",responsibility_legal_explicit_catholic_p2,explicit_catholic,"In Catholic teaching, responsibility is understood through moral agency, answerability before God and neighbour, and duties toward the common good.",0.8304901091445172,0.9222915185347963,0.09180140939027914,0.4788109500607467,0.45602411933339554,-0.02278683072735116,0.35167915908377045,0.46626739920140076,0.1145882401176303,0.0
responsibility_legal,responsibility,legal accountability,valid_but_partial,label_free_to_explicit_catholic,responsibility_legal_label_free_theological_p3,label_free_theological,"An account of responsibility emphasizes moral agency, answerability before God and neighbour, and duties toward the common good.",responsibility_legal_explicit_catholic_p3,explicit_catholic,"In Catholic teaching, an account of responsibility emphasizes moral agency, answerability before God and neighbour, and duties toward the common good.",0.8074061303164335,0.8929894983568349,0.08558336804040145,0.5395889169752283,0.49448852062207266,-0.0451003963531556,0.26781721334120523,0.3985009777347623,0.13068376439355706,0.0
