embedding_id,text_sha256,text,roles,dimensions,l2_norm
embedding_00044,60d45d4dc8487371425a9858fba6a38c32ba3079a61343a1ddb4297ef7b1fc91,"A disciplinary account of happiness emphasizes positive affect, life satisfaction, and subjective wellbeing.",reference:comparison,3072,0.9998225569725037
embedding_00045,56db63c8ba91560fc3dfe04614c45c79d3252a04c819dcacf928da5c066f4ca0,"A disciplinary account of healing emphasizes improvement of symptoms, function, or measurable health outcomes.",reference:comparison,3072,0.9997982382774353
embedding_00046,2b21f3ff8fed0813befe08bc9e4f2490f4341169398bf70135c5db8172cbd360,"A disciplinary account of heaven emphasizes a pleasant postmortem realm characterised by reward, happiness, and continued existence.",reference:comparison,3072,0.9995782971382141
embedding_00047,525ca762449147a8bca6ecf6fb98401859801f2f5fcf038fdbd083dc60ab60fd,A disciplinary account of hell emphasizes an afterlife realm in which wrongdoers receive suffering or punishment.,reference:comparison,3072,0.9995071887969971
embedding_00048,8544b01f4d581c10870ae2497a33bf78257f6986562b860b51cf640202683482,A disciplinary account of hope emphasizes optimistic expectation that a desired future outcome will occur.,reference:comparison,3072,0.999963641166687
embedding_00049,aaef3ae535e198fa19541ab257105e1ff593f1eca539f8243a487f585d6a3a0f,"A disciplinary account of hospitality emphasizes friendly reception of guests and provision of food, lodging, or service.",reference:comparison,3072,0.9998364448547363
embedding_00050,3bc9f2c5cb9a1ee39197bfca1c228a74a1676b660366fc4402401c4341f97aa3,A disciplinary account of human dignity emphasizes the foundational equal status used to support universal human rights.,reference:comparison,3072,0.9999145269393921
embedding_00051,f52f232d7447df8774390897985df08d24ca8391e8e4b2b618f3ef2a4fc82122,"A disciplinary account of illness emphasizes disease processes, symptoms, diagnosis, prognosis, and treatment.",reference:comparison,3072,0.9996064901351929
embedding_00052,a1f23cd5d8ec972f1fdf083256045409df9d773692676b0fc7bb45850b273f1d,A disciplinary account of judgment after death emphasizes a widespread religious image in which souls or deeds receive postmortem evaluation.,reference:comparison,3072,0.9997255802154541
embedding_00053,cc19c1b936c24832352e11c18fcf40ac25bf838346f96eb57cc1bdef4dc85a58,"A disciplinary account of justice emphasizes consistent procedures, impartial decisions, and fair distribution.",reference:comparison,3072,0.9996894598007202
embedding_00054,82a3732fc966731f288e39f5650accb0eeb9450d757a8b09e57da4f47c3345b5,A disciplinary account of justification emphasizes a legal reason that warrants conduct or a judgment that removes liability.,reference:comparison,3072,1.000024437904358
embedding_00055,6c5eecf66c4fe8cb7245d15b749ff58acce39f2de48284354ed692938fcd2502,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,reference:comparison,3072,0.9995559453964233
embedding_00056,c39365f2c13ebdd94e4fbcb1d97fcf060844d8e454224faaf3ae030a6ef9bc2b,A disciplinary account of license emphasizes formal permission granted by law or an authorised institution.,reference:comparison,3072,1.0000251531600952
embedding_00057,774a67ec5f29d1e4907ccbf093f56bcfd7bb9dcfc85606a4bd3af56a077e1b49,"A disciplinary account of liturgy emphasizes a prescribed sequence of ceremonial words, gestures, and communal actions.",reference:comparison,3072,0.999933123588562
embedding_00058,8af73e8e051e8f94c454ff0f5409c9950eb8c6e0452b23b664bca4f300389d1f,"A disciplinary account of love emphasizes affection, attraction, attachment, intimacy, and romantic partnership.",reference:comparison,3072,1.0001294612884521
embedding_00059,30e75d20265ca8e0f4acf0deb282826310e30d3d465a22871f46f2ea14385d0d,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,reference:comparison,3072,1.0004595518112183
embedding_00060,d352987859687e461c24857cdb34b9b480a7f73f7f8f95262d605f3f5a2978a5,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,reference:comparison,3072,0.9997564554214478
embedding_00061,589fe0f83de780d4404fe69a4f03514ea1cd742025c06ae97e33819e63740041,A disciplinary account of mercy emphasizes reduction or suspension of a penalty that could otherwise be imposed.,reference:comparison,3072,1.0003432035446167
embedding_00062,84d24a179a538373937b5afa0c1250e00f2c831e130f5d8be526b5a0789f17e2,A disciplinary account of miracle emphasizes an unusual event not yet explained by available scientific or statistical models.,reference:comparison,3072,1.0003023147583008
embedding_00063,effdd373aee62720e832108d2fb37d78d7330977366433e18dfc007daeae6616,A disciplinary account of moral agency emphasizes cognitive ability to understand options and communicate a decision.,reference:comparison,3072,1.0002073049545288
embedding_00064,5f8ceeabab9638080b8d3fef10221edd58ed6920676213bdb887aa62c1705c24,A disciplinary account of natural law emphasizes descriptive regularities governing physical processes in nature.,reference:comparison,3072,1.0001220703125
embedding_00065,c90b3a8ba05c4cb19ab985893558a3925a815eac250f6dd688da755381746c3a,A disciplinary account of neighbour emphasizes a person who lives in an adjacent or nearby location.,reference:comparison,3072,1.0000897645950317
embedding_00066,09b29620813f46f532ca6cca226c9c3ca1cbca39cff5ac798f4f624dcaec414f,"A disciplinary account of obedience emphasizes conformity to rules, commands, and organisational authority.",reference:comparison,3072,0.9996461868286133
embedding_00067,56d6cbdeaca2760cae1b9b6d82afe8804b538aabdaf9d12a162ec4368550823b,A disciplinary account of original sin emphasizes a broad doctrine that moral corruption or guilt is biologically or personally inherited.,reference:comparison,3072,0.9998770356178284
embedding_00068,8d89ff6b264c781b75c889d2c9bdbedb5c628dccf4ca5391e118bed32c068f37,"A disciplinary account of palliative care emphasizes multidisciplinary treatment of pain, symptoms, and quality-of-life needs.",reference:comparison,3072,1.000303030014038
embedding_00069,83283711d7390642d109a0d8d13613ee183eca83c5c3d427678ec43f5bd05ede,A disciplinary account of parenthood emphasizes the social and practical role of raising and caring for a child.,reference:comparison,3072,0.9997227191925049
embedding_00070,414e20d7653040dcd3ddd5bfe1e6b5a6beaeb33132efa47fa73a48efb22d3538,A disciplinary account of peace emphasizes a condition in which organised violence or interpersonal conflict is absent.,reference:comparison,3072,0.9997252821922302
embedding_00071,622d1de36cd27ca62b87eb8d1acab7d6416542eddfccac0a2b1c3634ee14c9d4,A disciplinary account of personhood emphasizes status as an entity recognised as bearing legal rights and duties.,reference:comparison,3072,0.9997245073318481
embedding_00072,fc6811b9b9bf508f87ff8a8cc6b77ca76293571f22015d11a7192a1c2744ae58,A disciplinary account of poverty emphasizes insufficient income or resources relative to an established threshold.,reference:comparison,3072,1.0002096891403198
embedding_00073,f490dcaf6111c3ececb2d8e4ad33c3daa20dd143c95691f24723912f4bfbfb56,A disciplinary account of prayer emphasizes attention-regulation practice focused on present-moment awareness.,reference:comparison,3072,1.000156044960022
embedding_00074,2d3d57ed7ccdbb8263c0f0c8f03d841e0b17b7c7d8fd7e70f01857b93b321ce0,A disciplinary account of prudence emphasizes cautious decision-making intended to minimise foreseeable risk.,reference:comparison,3072,1.0005240440368652
embedding_00075,26609aa16259ceaccab4e625a1e673c0ba7c146c9e8cdad481b781f18282167a,"A disciplinary account of purgatory emphasizes a general intermediate state in which souls undergo testing, cleansing, or preparation after death.",reference:comparison,3072,1.0000057220458984
embedding_00076,57ebbcf1304a717f2ead48e4029c836fa6838e11b0f77fdf1bcc1a5e0728a0d8,A disciplinary account of reconciliation emphasizes resolution of disagreement and rebuilding of workable interpersonal relations.,reference:comparison,3072,1.0000338554382324
embedding_00077,75592c52a1deb1e35a0f0c4e1276cc8c380ca444a5237cbfb8a87eca80a06850,"A disciplinary account of redemption emphasizes repurchase of an asset, repayment of an obligation, or exchange of a financial instrument.",reference:comparison,3072,1.0001634359359741
embedding_00078,331ffbdba68b73d43a20e13eef0db5c4dcd2aff5537157ad4ef2b2cd333b61be,A disciplinary account of repentance emphasizes negative emotion and remorse concerning a past decision or action.,reference:comparison,3072,0.9999293088912964
embedding_00079,298daeeada23870bc5cbead3213fffb9d3397ee20040e3d12a2c89a074c9a03f,"A disciplinary account of responsibility emphasizes liability, legal duty, and accountability for conduct.",reference:comparison,3072,1.0001388788223267
embedding_00080,8409da57096e9dddd494bd2bbdfde1eb4528cb6540fc11a3598f93aecf12b339,"A disciplinary account of resurrection emphasizes a broad religious or symbolic image of return, rebirth, revival, or renewed existence.",reference:comparison,3072,1.000226378440857
embedding_00081,5599e2a7f065d3bd4513556621ce245d811d38584f687f00a5e7213bfc149565,A disciplinary account of revelation emphasizes the act of making previously hidden information publicly or personally known.,reference:comparison,3072,1.0002285242080688
embedding_00082,73cdaf2d7c6f070a8f45f5048fe2676f61e17ca3cfae7fadf94babcdd0921361,A disciplinary account of rights emphasizes enforceable legal claims and protections recognised by institutions.,reference:comparison,3072,1.0000091791152954
embedding_00083,db5876401fa31baff30080aa4133b3af8200bf12648044249b5da2f9c4c47e10,A disciplinary account of sacrament emphasizes a sacred ceremony symbolising religious belief or communal identity.,reference:comparison,3072,1.00023353099823
embedding_00084,25fcadfb2b48dbcab3b2d0fffaa7d4bd8add1812f0ffebe987ca9516473925b3,"A disciplinary account of salvation emphasizes preservation or rescue from physical danger, loss, or destruction.",reference:comparison,3072,0.9998193383216858
embedding_00085,d5ebdd26909c8ae7d91fe1fefac445bd870b666069db311ddfc7699457580a8a,"A disciplinary account of sanctification emphasizes deliberate improvement of habits, performance, wellbeing, or personal effectiveness.",reference:comparison,3072,1.0005112886428833
embedding_00086,c39770bb23b27d8b642930cacbd625fe15c4de2f0937b6805929a0557e31b19a,A disciplinary account of self-gift emphasizes costly behaviour intended to benefit another person or group.,reference:comparison,3072,1.0001877546310425
embedding_00087,4421e77d77d2c478fa87775a2fce61e9b29bb0e1456eeac0d1827115f77ab98c,"A disciplinary account of sexuality emphasizes sexual identity, attraction, behaviour, and patterns of intimate expression.",reference:comparison,3072,1.0000187158584595
embedding_00088,a897f334d7dfd2ebfa9b6a6335646d92d1275838067b743cab7c903fe6dbd702,A disciplinary account of shame emphasizes a self-conscious emotion involving perceived defectiveness and social devaluation.,reference:comparison,3072,1.0000427961349487
embedding_00089,6b7fe881d08b004ffe3261e0957c51fac8b3d7947835649bd7889f286edaf048,"A disciplinary account of sin emphasizes violation of a rule, norm, policy, or expected standard of conduct.",reference:comparison,3072,1.0004079341888428
embedding_00090,88c56f9321d3dc88b66bcc8507be75ced08e0ca33f56f4e7427051ebb7000cff,"A disciplinary account of solidarity emphasizes group unity, mutual support, and shared social identity.",reference:comparison,3072,1.0002557039260864
embedding_00091,8bd3ae48bf17d4281dc5b4dfe36ca0d28cbf802094c15e541db7e880e8fc7fb1,"A disciplinary account of soul emphasizes conscious awareness, cognition, memory, and mental processes.",reference:comparison,3072,1.0001041889190674
embedding_00092,d7ef2abd4d18c2ffd4246f3646870e44786575eb05638db7d9c0dea96b3a4d61,"A disciplinary account of stewardship emphasizes administration of assets, resources, risks, and organisational responsibilities.",reference:comparison,3072,1.0004475116729736
embedding_00093,4be2a58f5c1e77541d50cb90f62d14ed96274a24a4f5c04227a7da5e40bfc2df,A disciplinary account of subsidiarity emphasizes delegation of decisions from central institutions to local units.,reference:comparison,3072,1.0002044439315796
embedding_00094,84ec467d6b5a0f03815388f851ed4adb0a388bfbc2b859498095fbd5b8f749fd,"A disciplinary account of suffering emphasizes pain severity, distress symptoms, and impairment requiring clinical management.",reference:comparison,3072,1.0000325441360474
embedding_00095,139750d57b994ed70467c0a73e6c67261d49bbc946a346a36a911fb73c6c0323,"A disciplinary account of suicide emphasizes acute suicide risk, psychological distress, safety planning, and crisis intervention.",reference:comparison,3072,1.0003554821014404
embedding_00096,260bf72d7be5649b330075d334eb16ec9155180d698779e2a33a44f15b3a5dc7,"A disciplinary account of temperance emphasizes self-control, restraint, and moderation of consumption or behaviour.",reference:comparison,3072,1.0003052949905396
embedding_00097,2bb87969a0e347ee8f8da48e5f226eb4975d6cf402819e5ab55f97bb43aff6fc,A disciplinary account of truth emphasizes correct factual representation and correspondence with observable evidence.,reference:comparison,3072,1.0004899501800537
embedding_00098,16b0991171852a00424ba7d30171e1a0d67f3d92c32fa4662b3e282e538db254,A disciplinary account of virtue emphasizes socially valued character strengths and positive behavioural tendencies.,reference:comparison,3072,1.0001425743103027
embedding_00099,3243a43dceb7dbe05f1878a04cda08167487aa306b1e15134fb450c5fa0f3c12,A disciplinary account of vocation emphasizes a personally meaningful occupation or professional career.,reference:comparison,3072,0.9997586607933044
embedding_00100,ebfb7cb8963d6cc839a3f9f30745acc491ff9decefe9294a10239b7d7a03f0d6,A disciplinary account of vulnerability emphasizes heightened probability of harm due to exposure and reduced protective capacity.,reference:comparison,3072,0.9997044801712036
embedding_00101,bfc9ac3719c300dca259825c35cc31c31c27791b7e67bdd75d3303ef62aee25d,"A disciplinary account of work emphasizes contracted labour exchanged for wages, income, and economic production.",reference:comparison,3072,1.0002999305725098
embedding_00102,f0d80e6cf62c7f1f9a6e776052e88b5b1b11731b1ac3828b83971712c0afec82,"A discussion of Church focuses on a formally organised religious institution with leadership, property, membership, and administration.",query:natural_general,3072,0.9996305704116821
embedding_00103,cc448bfc2b250030bb51871332404cddb73fcb06ac6fa5ba7808e20c6ce9b236,A discussion of Eucharist focuses on a communal meal that symbolically remembers a religious founder or event.,query:natural_general,3072,0.9999715685844421
embedding_00104,6028cd87ed07ec504fdba660d676eb96219d081dfc41a7ad3fb200ffe106a2d8,A discussion of agape focuses on unselfish concern expressed through beneficial action toward others.,query:natural_general,3072,1.0000312328338623
embedding_00105,dcd2766587361230d1e918865aac1fc37be8218015c4e5704d8ae7352239c8f5,"A discussion of atonement focuses on compensation, apology, or corrective action intended to repair harm.",query:natural_general,3072,0.999855637550354
embedding_00106,87e98228df4dc0d45f14ae3e7900f9bcae4c273deb5fc5af8402626b6776f7b7,A discussion of autonomy focuses on independent control over one's choices and life plans.,query:natural_general,3072,1.0005282163619995
embedding_00107,7fa9d101b4b02ee1cfe18f8bae605537ce587212b739604a61b9a35e2a8a8315,A discussion of baptism focuses on a ritual marking entry into a religious community.,query:natural_general,3072,0.9997290968894958
embedding_00108,71028810c2522062b3bf586631615f961c489c7ed5519f1e66c5db26aed70ab7,"A discussion of body focuses on an organism composed of cells, organs, tissues, and physiological systems.",query:natural_general,3072,0.9998428821563721
embedding_00109,958e76c1de9339ee86341e39198a15710de58ebf6d6e879417e4e9dee3a796aa,A discussion of care focuses on provision of professional services intended to maintain or restore health.,query:natural_general,3072,1.0000269412994385
embedding_00110,9ae9731cf7932886897d1185154339d47ce254e74ed34fda6d7660bdb655eeff,A discussion of caritas focuses on donation or organised relief activity directed toward people in need.,query:natural_general,3072,0.9997329115867615
embedding_00111,de21579f9af4b2e70068efbc1fff9b52d2c5dce50f68951cd4a271c133e3b073,A discussion of celibacy focuses on the condition of being unmarried or abstaining from sexual relationships.,query:natural_general,3072,0.9995706677436829
embedding_00112,9ce673ddab2c94b605a91f61788f4fae01e6454dba15491f2126675c0a309c65,"A discussion of charity focuses on voluntary donation of money, goods, or services to social causes.",query:natural_general,3072,1.0000355243682861
embedding_00113,f18f797ac685bc6bffc2f5f887544dd503ecce434033b5d73f9eedf949166554,A discussion of chastity focuses on refraining from sexual activity or limiting specified sexual behaviours.,query:natural_general,3072,1.0005524158477783
embedding_00114,ee5bea7e1fc87c32b047d74d034e9aeb781de64ecbe3e972acd19faf456e05b0,"A discussion of common good focuses on the summed welfare, preferences, or measurable benefits of a population.",query:natural_general,3072,1.0000866651535034
embedding_00115,5c74792cc0c6239a257a78a0e24f638509a5728756286250d6e607cd17a570e7,"A discussion of communion focuses on a feeling of fellowship, closeness, and shared social identity.",query:natural_general,3072,0.9999122619628906
embedding_00116,51e8c3f2ec38dba6e05f7e1f89b39091fcfd24328769d792dba74aa7cbf1402b,A discussion of communion of saints focuses on cultural or religious remembrance of deceased ancestors and exemplary community members.,query:natural_general,3072,1.000353455543518
embedding_00117,f3ecd790303ce2f8d045eba727a79228c96488b69bb2a9195154d69225d8bbb8,"A discussion of community focuses on a group formed through shared interests, identity, location, or activity.",query:natural_general,3072,1.000113606452942
embedding_00118,dffdba5068cfbfc63655386b362976d837d449479bd18cd3705ce8ab41e726ec,A discussion of compassion focuses on emotional concern for distress that motivates supportive behaviour.,query:natural_general,3072,1.0001519918441772
embedding_00119,70a1c86c27de9f511ceb25fae1b3077f0d5948787730a474c368a9f1e72d95e0,A discussion of conscience focuses on private preference and personal sincerity as sufficient moral authority.,query:natural_general,3072,0.9997255206108093
embedding_00120,e12fa30ada1e42bdc39e05f1e0984a4470c25742dd874a6a26355a64fab1e5e5,"A discussion of conversion focuses on a change in belief, affiliation, preference, or practical position.",query:natural_general,3072,1.000167965888977
embedding_00121,142d3cf55bb3f3d915a3ecb889775d1f1058c5f72b611118edb47704eb54e520,"A discussion of creation focuses on physical accounts of the universe's origin, development, and structure.",query:natural_general,3072,1.0004268884658813
embedding_00122,73298e2a0d34c61f6d44d893df000267f7a340f4558a873a57db8e22c8fca247,A discussion of death focuses on irreversible cessation of integrated vital biological functions.,query:natural_general,3072,1.0000059604644775
embedding_00123,ee7bb7880104c95b1cd72bb7da19fe9dc93d6939168bb7d2420d41d4a236d674,A discussion of dependence focuses on need for assistance because independent functioning or decision-making is limited.,query:natural_general,3072,1.000730037689209
embedding_00124,154334c6b8b62aac9f70cdfa4a20aad59ff3deed7a734812dd5ec87a8c7d0cd0,"A discussion of disability focuses on limitations in bodily, sensory, cognitive, or social functioning.",query:natural_general,3072,0.9998268485069275
embedding_00125,f6141d89c9fc18bcb3f11495738c524652a7cd03cd92966a3ce88fe94abda1c6,"A discussion of discernment focuses on evaluation of options, evidence, risks, and expected outcomes.",query:natural_general,3072,1.000091552734375
embedding_00126,53b70e91fe41e5036b2f824d233e2dbf19ab31cbcfb85b6fef664109c0a55080,"A discussion of divine providence focuses on events attributed primarily to luck, random occurrence, or impersonal circumstance.",query:natural_general,3072,0.9997326731681824
embedding_00127,83cc3bb8c39d2f13a871fbc1ecb649a4efc79669ce45e5fe9e4bfa584feebefe,"A discussion of doctrine focuses on an organisation's formally stated policy, strategic position, or governing principle.",query:natural_general,3072,1.0003308057785034
embedding_00128,0a3a97ecdb02b09ddee3ad75738090236e2e999f2bab2e15a2c6949cdd04b43d,A discussion of dying focuses on progressive physiological failure associated with terminal illness.,query:natural_general,3072,0.9999358057975769
embedding_00129,8f155c20213a74052972f15efa6f8a55cab430e4249392629d811b7dbf512baa,A discussion of embodiment focuses on subjective experience of perceiving and acting through a body.,query:natural_general,3072,0.9999382495880127
embedding_00130,cbc319f89033430e48dfa6543e9e11e56fadd9e35ae142fbc1af4c60f0fe8264,"A discussion of eros focuses on romantic attraction, sexual desire, and longing for intimate union.",query:natural_general,3072,0.9999356865882874
embedding_00131,c40ceb906561a2f2c87df575f9d0d4b2889f694116364ea0dbeeafe3e04316d0,A discussion of eternal life focuses on continued biological survival or lifespan extension without a defined endpoint.,query:natural_general,3072,1.0000832080841064
