query_id,audit_id,concept,condition,omitted_reference_id,omitted_reference_group,s_c,s_r,cas,full_cas,cas_change_from_full,same_cas_sign_as_full
freedom_autonomy_integrative_p2,freedom_autonomy,freedom,integrative,freedom_autonomy_r_3,comparison,0.7015749683411915,0.6490322819653931,0.0525426863757984,0.0663072693638472,-0.013764582988048807,True
freedom_autonomy_integrative_p2,freedom_autonomy,freedom,integrative,freedom_autonomy_r_1,comparison,0.7015749683411915,0.6726226423408082,0.028952326000383333,0.0663072693638472,-0.03735494336346387,True
freedom_autonomy_integrative_p3,freedom_autonomy,freedom,integrative,freedom_autonomy_c_2,catholic,0.679217910514633,0.593543686707495,0.08567422380713796,0.0905253047750372,-0.004851080967899241,True
freedom_autonomy_integrative_p3,freedom_autonomy,freedom,integrative,freedom_autonomy_c_1,catholic,0.6827324987927326,0.593543686707495,0.08918881208523755,0.0905253047750372,-0.0013364926897996565,True
freedom_autonomy_integrative_p3,freedom_autonomy,freedom,integrative,freedom_autonomy_c_3,catholic,0.6902565651402313,0.593543686707495,0.09671287843273624,0.0905253047750372,0.006187573657699036,True
freedom_autonomy_integrative_p3,freedom_autonomy,freedom,integrative,freedom_autonomy_r_2,comparison,0.6840689914825323,0.5699248811307633,0.11414411035176897,0.0905253047750372,0.023618805576731766,True
freedom_autonomy_integrative_p3,freedom_autonomy,freedom,integrative,freedom_autonomy_r_3,comparison,0.6840689914825323,0.5975790484252932,0.08648994305723912,0.0905253047750372,-0.004035361717798086,True
freedom_autonomy_integrative_p3,freedom_autonomy,freedom,integrative,freedom_autonomy_r_1,comparison,0.6840689914825323,0.6131271305664285,0.07094186091610377,0.0905253047750372,-0.01958344385893343,True
autonomy_self_governance_bare_p1,autonomy_self_governance,autonomy,bare,autonomy_self_governance_r_3,comparison,0.4722552509674855,0.549232855014792,-0.07697760404730652,-0.0871304440125072,0.01015283996520068,True
autonomy_self_governance_bare_p1,autonomy_self_governance,autonomy,bare,autonomy_self_governance_r_1,comparison,0.4722552509674855,0.5560207557339716,-0.08376550476648609,-0.0871304440125072,0.0033649392460211175,True
autonomy_self_governance_bare_p1,autonomy_self_governance,autonomy,bare,autonomy_self_governance_r_2,comparison,0.4722552509674855,0.5729034741912147,-0.10064822322372918,-0.0871304440125072,-0.013517779211221978,True
autonomy_self_governance_bare_p1,autonomy_self_governance,autonomy,bare,autonomy_self_governance_c_1,catholic,0.4591009265574258,0.5593856949799928,-0.100284768422567,-0.0871304440125072,-0.0131543244100598,True
autonomy_self_governance_bare_p1,autonomy_self_governance,autonomy,bare,autonomy_self_governance_c_3,catholic,0.4637922719148015,0.5593856949799928,-0.09559342306519131,-0.0871304440125072,-0.008462979052684103,True
autonomy_self_governance_bare_p1,autonomy_self_governance,autonomy,bare,autonomy_self_governance_c_2,catholic,0.4938725544302291,0.5593856949799928,-0.0655131405497637,-0.0871304440125072,0.0216173034627435,True
autonomy_self_governance_natural_general_p1,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_3,comparison,0.4964742434029404,0.7436199501422851,-0.24714570673934472,-0.2760715219506383,0.02892581521129356,True
autonomy_self_governance_natural_general_p1,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_2,comparison,0.4964742434029404,0.7741822148425539,-0.2777079714396135,-0.2760715219506383,-0.0016364494889752335,True
autonomy_self_governance_natural_general_p1,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_1,comparison,0.4964742434029404,0.7998351310758967,-0.30336088767295627,-0.2760715219506383,-0.027289365722317993,True
autonomy_self_governance_natural_general_p1,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_3,catholic,0.4866781020028004,0.7725457653535787,-0.2858676633507783,-0.2760715219506383,-0.009796141400140013,True
autonomy_self_governance_natural_general_p1,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_1,catholic,0.49028436267027564,0.7725457653535787,-0.282261402683303,-0.2760715219506383,-0.006189880732664743,True
autonomy_self_governance_natural_general_p1,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_2,catholic,0.5124602655357451,0.7725457653535787,-0.2600854998178336,-0.2760715219506383,0.0159860221328047,True
autonomy_self_governance_natural_general_p2,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_2,comparison,0.5120134431382771,0.7084397273988339,-0.19642628426055675,-0.2643517931792849,0.06792550891872817,True
autonomy_self_governance_natural_general_p2,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_3,comparison,0.5120134431382771,0.7928036923391575,-0.28079024920088036,-0.2643517931792849,-0.016438456021595438,True
autonomy_self_governance_natural_general_p2,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_1,comparison,0.5120134431382771,0.8278522892146943,-0.3158388460764172,-0.2643517931792849,-0.05148705289713229,True
autonomy_self_governance_natural_general_p2,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_1,catholic,0.49373278570624335,0.7763652363175618,-0.2826324506113185,-0.2643517931792849,-0.018280657432033554,True
autonomy_self_governance_natural_general_p2,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_3,catholic,0.5130965079804213,0.7763652363175618,-0.26326872833714055,-0.2643517931792849,0.0010830648421443767,True
autonomy_self_governance_natural_general_p2,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_2,catholic,0.5292110357281667,0.7763652363175618,-0.24715420058939508,-0.2643517931792849,0.017197592589889843,True
autonomy_self_governance_natural_general_p3,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_2,comparison,0.5030690606868162,0.7560085662022853,-0.25293950551546907,-0.2678820264594871,0.014942520944018045,True
autonomy_self_governance_natural_general_p3,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_3,comparison,0.5030690606868162,0.7629930236224456,-0.25992396293562936,-0.2678820264594871,0.00795806352385775,True
autonomy_self_governance_natural_general_p3,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_r_1,comparison,0.5030690606868162,0.7938516716141795,-0.29078261092736324,-0.2678820264594871,-0.02290058446787613,True
autonomy_self_governance_natural_general_p3,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_1,catholic,0.4999866433733794,0.7709510871463033,-0.27096444377292395,-0.2678820264594871,-0.003082417313436836,True
autonomy_self_governance_natural_general_p3,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_3,catholic,0.502372167703826,0.7709510871463033,-0.26857891944247736,-0.2678820264594871,-0.0006968929829902493,True
autonomy_self_governance_natural_general_p3,autonomy_self_governance,autonomy,natural_general,autonomy_self_governance_c_2,catholic,0.5068483709832434,0.7709510871463033,-0.2641027161630599,-0.2678820264594871,0.0037793102964271963,True
autonomy_self_governance_natural_ambiguous_p1,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_c_1,catholic,0.5537560070613208,0.4882204529038396,0.06553555415748119,0.0885149384535896,-0.022979384296108407,True
autonomy_self_governance_natural_ambiguous_p1,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_c_3,catholic,0.5791945282371925,0.4882204529038396,0.09097407533335294,0.0885149384535896,0.002459136879763346,True
autonomy_self_governance_natural_ambiguous_p1,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_c_2,catholic,0.5972556387737742,0.4882204529038396,0.1090351858699346,0.0885149384535896,0.020520247416345005,True
autonomy_self_governance_natural_ambiguous_p1,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_r_2,comparison,0.5767353913574292,0.48687016571052877,0.08986522564690047,0.0885149384535896,0.0013502871933108729,True
autonomy_self_governance_natural_ambiguous_p1,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_r_1,comparison,0.5767353913574292,0.4888200617783488,0.08791532957908044,0.0885149384535896,-0.000599608874509161,True
autonomy_self_governance_natural_ambiguous_p1,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_r_3,comparison,0.5767353913574292,0.4889711312226412,0.08776426013478805,0.0885149384535896,-0.0007506783188015453,True
autonomy_self_governance_natural_ambiguous_p2,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_r_1,comparison,0.4335331091527912,0.4698998937899399,-0.03636678463714871,-0.0676705467773562,0.0313037621402075,True
autonomy_self_governance_natural_ambiguous_p2,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_r_3,comparison,0.4335331091527912,0.5165897544648195,-0.08305664531202828,-0.0676705467773562,-0.015386098534672071,True
autonomy_self_governance_natural_ambiguous_p2,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_r_2,comparison,0.4335331091527912,0.5171213195356833,-0.0835882103828921,-0.0676705467773562,-0.015917663605535898,True
autonomy_self_governance_natural_ambiguous_p2,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_c_1,catholic,0.4243919908560523,0.5012036559301475,-0.0768116650740952,-0.0676705467773562,-0.009141118296738998,True
autonomy_self_governance_natural_ambiguous_p2,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_c_3,catholic,0.42962263596997474,0.5012036559301475,-0.07158101996017274,-0.0676705467773562,-0.003910473182816537,True
autonomy_self_governance_natural_ambiguous_p2,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_c_2,catholic,0.4465847006323465,0.5012036559301475,-0.054618955297800975,-0.0676705467773562,0.01305159147955523,True
autonomy_self_governance_natural_ambiguous_p3,autonomy_self_governance,autonomy,natural_ambiguous,autonomy_self_governance_r_3,comparison,0.43246164383091834,0.4954071677206517,-0.06294552388973335,-0.076364514075859,0.013418990186125648,True
